State Code,State Name,Bizom ERP ID,Material Number,Material Description,MRP(ZPR1-933),Disc1(ZZDP-761) Per%,Disc1(ZZDP-762) Per%,Disc2(ZZPD-761) Per%,Disc2(ZZPD-762) Per%,Disc4(ZQDI-761) Per%,Disc4(ZQDI-762) Per%,Distributor Landing,Disc3(ZPCD-946) %, discount 1,After first dicount value, 2 discount,after 2 discount,CD,after CD discount
33,Chhattisgarh,,SWFPB4500000090,"SWR BEND 45' P/F 9cm(3"")",123,0,57.72,0,0,0,0,52,1.5,70.9956,52,0,52,0.780066,51.22
33,Chhattisgarh,,SWFPB4500000110,"SWR BEND 45' P/F 11cm(4"")",149,0,57.72,0,0,0,0,63,1.5,86.0028,63,0,63,0.944958,62.05
33,Chhattisgarh,,SWFPB4500000160,"SWR BEND 45' P/F 16cm(6"")",381,0,57.72,0,0,0,0,161.09,1.5,219.9132,161.09,0,161.09,2.416302,158.67
33,Chhattisgarh,,SWFPB8700000075,"SWR BEND 87.5  P/F 7.5cm(2.5"")",97,0,57.72,0,0,0,0,41.01,1.5,55.9884,41.01,0,41.01,0.615174,40.4
33,Chhattisgarh,,SWFPB8700000090,"SWR BEND 87.5  P/F 9cm(3"")",163,0,57.72,0,0,0,0,68.92,1.5,94.0836,68.92,0,68.92,1.033746,67.88
33,Chhattisgarh,,SWFPB8700000110,"SWR BEND 87.5Ëš P/F 11cm(4"")",188,0,57.72,0,0,0,0,79.49,1.5,108.5136,79.49,0,79.49,1.192296,78.29
33,Chhattisgarh,,SWFPB8700000160,"SWR BEND 87.5  P/F 16cm(6"")",422,0,57.72,0,0,0,0,178.42,1.5,243.5784,178.42,0,178.42,2.676324,175.75
33,Chhattisgarh,,SWFPCLP00000075,"SWR CLEANING PIPE  P/F 7.5cm(2.5"")",125,0,57.72,0,0,0,0,52.85,1.5,72.15,52.85,0,52.85,0.79275,52.06
33,Chhattisgarh,,SWFPCLP00000110,"SWR CLEANING PIPE P/F 11cm(4"")",249,0,57.72,0,0,0,0,105.28,1.5,143.7228,105.28,0,105.28,1.579158,103.7
33,Chhattisgarh,,SWFPCU000000075,"SWR COUPLER  P/F 7.5cm(2.5"")",72,0,57.72,0,0,0,0,30.44,1.5,41.5584,30.44,0,30.44,0.456624,29.98
33,Chhattisgarh,,SWFPCU000000110,"SWR COUPLER P/F 11cm(4"")",129,0,57.72,0,0,0,0,54.54,1.5,74.4588,54.54,0,54.54,0.818118,53.72
33,Chhattisgarh,,SWFPCU000000160,"SWR COUPLER P/F 16cm(6"")",291,0,57.72,0,0,0,0,123.03,1.5,167.9652,123.03,0,123.03,1.845522,121.19
33,Chhattisgarh,,SWFPDBT00000075,"SWR DOUBLE TEE  P/F 7.5cm(2.5"")",195,0,57.72,0,0,0,0,82.45,1.5,112.554,82.45,0,82.45,1.23669,81.21
33,Chhattisgarh,,SWFPDBT00000110,"SWR DOUBLE TEE P/F 11cm(4"")",314,0,57.72,0,0,0,0,132.76,1.5,181.2408,132.76,0,132.76,1.991388,130.77
33,Chhattisgarh,,SWFPDBTDO000075,SWR DOUBLE TEE WITH DOOR  P/F 7.5cm(2.5,299,0,57.72,0,0,0,0,126.42,1.5,172.5828,126.42,0,126.42,1.896258,124.52
33,Chhattisgarh,,SWFPDBTDO000110,"SWR DOUBLE TEE WITH DOOR P/F 11cm(4"")",385,0,57.72,0,0,0,0,162.78,1.5,222.222,162.78,0,162.78,2.44167,160.34
33,Chhattisgarh,,SWFPDBY00000075,"SWR DOUBLE Y  P/F 7.5cm(2.5"")",207,0,57.72,0,0,0,0,87.52,1.5,119.4804,87.52,0,87.52,1.312794,86.21
33,Chhattisgarh,,SWFPDBY00000110,"SWR DOUBLE Y P/F 11cm(4"")",416,0,57.72,0,0,0,0,175.88,1.5,240.1152,175.88,0,175.88,2.638272,173.25
33,Chhattisgarh,,SWFPDBYDO000110,"SWR DOUBLE Y WITH DOOR P/F 11cm(4"")",495,0,57.72,0,0,0,0,209.29,1.5,285.714,209.29,0,209.29,3.13929,206.15
33,Chhattisgarh,,SWFPDOB00000075,"SWR DOOR BEND  P/F 7.5cm(2.5"")",129,0,57.72,0,0,0,0,54.54,1.5,74.4588,54.54,0,54.54,0.818118,53.72
33,Chhattisgarh,,SWFPDOB00000110,"SWR DOOR BEND P/F 11cm(4"")",227,0,57.72,0,0,0,0,95.98,1.5,131.0244,95.98,0,95.98,1.439634,94.54
33,Chhattisgarh,,SWFPDOCP0000075,"SWR DOOR CAP  P/F 7.5cm(2.5"")",43,0,57.72,0,0,0,0,18.18,1.5,24.8196,18.18,0,18.18,0.272706,17.91
33,Chhattisgarh,,SWFPDOCP0000110,"SWR DOOR CAP P/F 11cm(4"")",60,0,57.72,0,0,0,0,25.37,1.5,34.632,25.37,0,25.37,0.38052,24.99
33,Chhattisgarh,,SWFPDOT00000075,"SWR DOOR TEE  P/F 7.5cm(2.5"")",166,0,57.72,0,0,0,0,70.18,1.5,95.8152,70.18,0,70.18,1.052772,69.13
33,Chhattisgarh,,SWFPDOT00000110,"SWR DOOR TEE P/F 11cm(4"")",291,0,57.72,0,0,0,0,123.03,1.5,167.9652,123.03,0,123.03,1.845522,121.19
33,Chhattisgarh,,SWFPECR00011075,"SWR ECCENTRIC RED.  P/F 11x7.5cm(4""X2.5",112,0,57.72,0,0,0,0,47.35,1.5,64.6464,47.35,0,47.35,0.710304,46.64
33,Chhattisgarh,,SWFPECR00160110,"SWR ECCENTRIC RED. P/F 16x11cm(6""X4"")",229,0,57.72,0,0,0,0,96.82,1.5,132.1788,96.82,0,96.82,1.452318,95.37
33,Chhattisgarh,,SWFPLSWBD000110,"SWR LONG SWEPT BEND D/S P/F 11cm(4"")",351,0,57.72,0,0,0,0,148.4,1.5,202.5972,148.4,0,148.4,2.226042,146.18
33,Chhattisgarh,,SWFPRDOT0011075,"SWR RED. DOOR TEE  P/F 11x7.5cm(4""X2.5""",272,0,57.72,0,0,0,0,115,1.5,156.9984,115,0,115,1.725024,113.28
33,Chhattisgarh,,SWFPREPCU000075,"SWR REPAIR COUPLER  P/F 7.5cm(2.5"")",79,0,57.72,0,0,0,0,33.4,1.5,45.5988,33.4,0,33.4,0.501018,32.9
33,Chhattisgarh,,SWFPREPCU000110,"SWR REPAIR COUPLER P/F 11cm(4"")",137,0,57.72,0,0,0,0,57.92,1.5,79.0764,57.92,0,57.92,0.868854,57.05
33,Chhattisgarh,,SWFPREPCU000160,"SWR REPAIR COUPLER P/F 16cm(6"")",345,0,57.72,0,0,0,0,145.87,1.5,199.134,145.87,0,145.87,2.18799,143.68
33,Chhattisgarh,,SWFPRT000011075,"SWR RED. TEE  P/F 11x7.5cm(4""X2.5"")",221,0,57.72,0,0,0,0,93.44,1.5,127.5612,93.44,0,93.44,1.401582,92.04
33,Chhattisgarh,,SWFPRT000160110,"SWR RED. TEE P/F 16x11cm(6""X4"")",512,0,57.72,0,0,0,0,216.47,1.5,295.5264,216.47,0,216.47,3.247104,213.23
33,Chhattisgarh,,SWFPRVY00000075,"SWR REVERSE Y  P/F 7.5cm(2.5"")",188,0,57.72,0,0,0,0,79.49,1.5,108.5136,79.49,0,79.49,1.192296,78.29
33,Chhattisgarh,,SWFPRY000011075,SWR RED. Y WITHOUT DOOR P/F 11x7.5cm,247,0,57.72,0,0,0,0,104.43,1.5,142.5684,104.43,0,104.43,1.566474,102.87
33,Chhattisgarh,,SWFPRY000160110,SWR RED. Y WITHOUT DOOR P/F 16x11cm,724,0,57.72,0,0,0,0,306.11,1.5,417.8928,306.11,0,306.11,4.591608,301.52
33,Chhattisgarh,,SWFPSGT00000075,"SWR SINGLE TEE  P/F 7.5cm(2.5"")",136,0,57.72,0,0,0,0,57.5,1.5,78.4992,57.5,0,57.5,0.862512,56.64
33,Chhattisgarh,,SWFPSGT00000110,"SWR SINGLE TEE P/F 11cm(4"")",253,0,57.72,0,0,0,0,106.97,1.5,146.0316,106.97,0,106.97,1.604526,105.36
33,Chhattisgarh,,SWFPSGT00000160,"SWR SINGLE TEE P/F 16cm(6"")",614,0,57.72,0,0,0,0,259.6,1.5,354.4008,259.6,0,259.6,3.893988,255.71
33,Chhattisgarh,,SWFPSGY00000075,"SWR SINGLE Y  P/F 7.5cm(2.5"")",159,0,57.72,0,0,0,0,67.23,1.5,91.7748,67.23,0,67.23,1.008378,66.22
33,Chhattisgarh,,SWFPSGY00000110,"SWR SINGLE Y P/F 11cm(4"")",307,0,57.72,0,0,0,0,129.8,1.5,177.2004,129.8,0,129.8,1.946994,127.85
33,Chhattisgarh,,SWFPSGYDO000075,"SWR SINGLE Y Door  P/F 7.5cm(2.5"")",195,0,57.72,0,0,0,0,82.45,1.5,112.554,82.45,0,82.45,1.23669,81.21
33,Chhattisgarh,,SWFPSGYDO000110,"SWR SINGLE Y Door P/F 11cm(4"")",393,0,57.72,0,0,0,0,166.16,1.5,226.8396,166.16,0,166.16,2.492406,163.67
33,Chhattisgarh,,SWFPSWB00000160,"SWR SWEPT BEND P/F 16CM(6"")",803,0,57.72,0,0,0,0,339.51,1.5,463.4916,339.51,0,339.51,5.092626,334.42
33,Chhattisgarh,,SWFPSWT00000110,"SWR SWEPT TEE P/F 11cm(4"")",290,0,57.72,0,0,0,0,122.61,1.5,167.388,122.61,0,122.61,1.83918,120.77
33,Chhattisgarh,,SWFPSWTDO000110,"SWR SWEPT TEE WITH DOOR P/F 11cm(4"")",321,0,57.72,0,0,0,0,135.72,1.5,185.2812,135.72,0,135.72,2.035782,133.68
33,Chhattisgarh,,SWFSB4500000075,"SWR BEND 45'  S/F 7.5cm(2.5"")",73,0,57.72,0,0,0,0,30.86,1.5,42.1356,30.86,0,30.86,0.462966,30.4
33,Chhattisgarh,,SWFSB4500000090,"SWR BEND 45' S/F 9cm(3"")",120,0,57.72,0,0,0,0,50.74,1.5,69.264,50.74,0,50.74,0.76104,49.97
33,Chhattisgarh,,SWFSB4500000110,"SWR BEND 45' S/F 11cm(4"")",129,0,57.72,0,0,0,0,54.54,1.5,74.4588,54.54,0,54.54,0.818118,53.72
33,Chhattisgarh,,SWFSB4500000160,"SWR BEND 45' S/F 16cm(6"")",372,0,57.72,0,0,0,0,157.28,1.5,214.7184,157.28,0,157.28,2.359224,154.92
33,Chhattisgarh,,SWFSB8700000075,"SWR BEND 87.5  S/F 7.5cm(2.5"")",85,0,57.72,0,0,0,0,35.94,1.5,49.062,35.94,0,35.94,0.53907,35.4
33,Chhattisgarh,,SWFSB8700000090,SWR BEND 87.5 S/F 9cm,159,0,57.72,0,0,0,0,67.23,1.5,91.7748,67.23,0,67.23,1.008378,66.22
33,Chhattisgarh,,SWFSB8700000110,"SWR BEND 87.5 S/F 11cm(4"")",158,0,57.72,0,0,0,0,66.8,1.5,91.1976,66.8,0,66.8,1.002036,65.8
33,Chhattisgarh,,SWFSB8700000160,"SWR BEND 87.5 S/F 16cm(6"")",394,0,57.72,0,0,0,0,166.58,1.5,227.4168,166.58,0,166.58,2.498748,164.08
33,Chhattisgarh,,SWFSCLP00000110,"SWR CLEANING PIPE S/F 11cm(4"")",236,0,57.72,0,0,0,0,99.78,1.5,136.2192,99.78,0,99.78,1.496712,98.28
33,Chhattisgarh,,SWFSCU000000075,"SWR COUPLER  S/F 7.5cm(2.5"")",57,0,57.72,0,0,0,0,24.1,1.5,32.9004,24.1,0,24.1,0.361494,23.74
33,Chhattisgarh,,SWFSCU000000110,"SWR COUPLER  S/F 110mm(4"")-60 Pcs",109,0,57.72,0,0,0,0,46.09,1.5,62.9148,46.09,0,46.09,0.691278,45.39
33,Chhattisgarh,,SWFSCU000000160,"SWR COUPLER S/F 16cm(6"")",264,0,57.72,0,0,0,0,111.62,1.5,152.3808,111.62,0,111.62,1.674288,109.94
33,Chhattisgarh,,SWFSDOB00000075,"SWR DOOR BEND  S/F 7.5cm(2.5"")",116,0,57.72,0,0,0,0,49.04,1.5,66.9552,49.04,0,49.04,0.735672,48.31
33,Chhattisgarh,,SWFSDOB00000110,"SWR DOOR BEND S/F 11cm(4"")",197,0,57.72,0,0,0,0,83.29,1.5,113.7084,83.29,0,83.29,1.249374,82.04
33,Chhattisgarh,,SWFSDOT00000075,"SWR DOOR TEE  S/F 7.5cm(2.5"")",153,0,57.72,0,0,0,0,64.69,1.5,88.3116,64.69,0,64.69,0.970326,63.72
33,Chhattisgarh,,SWFSDOT00000110,"SWR DOOR TEE S/F 11cm(4"")",273,0,57.72,0,0,0,0,115.42,1.5,157.5756,115.42,0,115.42,1.731366,113.69
33,Chhattisgarh,,SWFSGTJ00000110,"SWR GULLY TRAP WITH JALI S/F 11cm(4"")",693,0,57.72,0,0,0,0,293,1.5,399.9996,293,0,293,4.395006,288.61
33,Chhattisgarh,,SWFSMT401107550,SWR MULT TRAP W/O JALI S/F 4H 11x7.5x5cm,193,0,57.72,0,0,0,0,81.6,1.5,111.3996,81.6,0,81.6,1.224006,80.38
33,Chhattisgarh,,SWFSMT701107550,SWR MULT TRAP W/O JALI S/F 7H 11x7.5x5cm,312,0,57.72,0,0,0,0,131.91,1.5,180.0864,131.91,0,131.91,1.978704,129.93
33,Chhattisgarh,,SWFSNT000011075,SWR NAHANI TRAP W/O JALI S/F 11x7.5cm,158,0,57.72,0,0,0,0,66.8,1.5,91.1976,66.8,0,66.8,1.002036,65.8
33,Chhattisgarh,,SWFSNT000011090,SWR NAHANI TRAP WITHOUT JALI S/F 11x9cm,163,0,57.72,0,0,0,0,68.92,1.5,94.0836,68.92,0,68.92,1.033746,67.88
33,Chhattisgarh,,SWFSNT000110110,SWR NAHANI TRAP W/O JALI S/F 11x11cm,188,0,57.72,0,0,0,0,79.49,1.5,108.5136,79.49,0,79.49,1.192296,78.29
33,Chhattisgarh,,SWFSRBU00007540,"SWR REDUCING BUSH S/F 7.5x4cm(2.5""X1.25""",48,0,57.72,0,0,0,0,20.29,1.5,27.7056,20.29,0,20.29,0.304416,19.99
33,Chhattisgarh,,SWFSRBU00009075,"SWR REDUCING BUSH S/F 9x7.5cm(3""X2.5"")",61,0,57.72,0,0,0,0,25.79,1.5,35.2092,25.79,0,25.79,0.386862,25.4
33,Chhattisgarh,,SWFSRBU00011075,"SWR REDUCING BUSH S/F 11x7.5cm(4""X2.5"")",76,0,57.72,0,0,0,0,32.13,1.5,43.8672,32.13,0,32.13,0.481992,31.65
33,Chhattisgarh,,SWFSREPCU000075,"SWR REPAIR COUPLER  S/F 7.5cm(2.5"")",73,0,57.72,0,0,0,0,30.86,1.5,42.1356,30.86,0,30.86,0.462966,30.4
33,Chhattisgarh,,SWFSREPCU000110,"SWR REPAIR COUPLER S/F 11cm(4"")",109,0,57.72,0,0,0,0,46.09,1.5,62.9148,46.09,0,46.09,0.691278,45.39
33,Chhattisgarh,,SWFSRT000011075,"SWR RED. TEE  S/F 11x7.5cm(4""X2.5"")",213,0,57.72,0,0,0,0,90.06,1.5,122.9436,90.06,0,90.06,1.350846,88.71
33,Chhattisgarh,,SWFSRT000160110,"SWR RED. TEE S/F 16x11cm(6""X4"")",472,0,57.72,0,0,0,0,199.56,1.5,272.4384,199.56,0,199.56,2.993424,196.57
33,Chhattisgarh,,SWFSRY000011075,SWR RED. Y WITHOUT DOOR S/F 11x7.5cm,233,0,57.72,0,0,0,0,98.51,1.5,134.4876,98.51,0,98.51,1.477686,97.03
33,Chhattisgarh,,SWFSSGT00000075,"SWR SINGLE TEE  S/F 7.5cm(2.5"")",122,0,57.72,0,0,0,0,51.58,1.5,70.4184,51.58,0,51.58,0.773724,50.81
33,Chhattisgarh,,SWFSSGT00000110,"SWR SINGLE TEE S/F 11cm(4"")",235,0,57.72,0,0,0,0,99.36,1.5,135.642,99.36,0,99.36,1.49037,97.87
33,Chhattisgarh,,SWFSSGY00000075,"SWR SINGLE Y  S/F 7.5cm(2.5"")",140,0,57.72,0,0,0,0,59.19,1.5,80.808,59.19,0,59.19,0.88788,58.3
33,Chhattisgarh,,SWFSSGY00000110,"SWR SINGLE Y S/F 11cm(4"")",277,0,57.72,0,0,0,0,117.12,1.5,159.8844,117.12,0,117.12,1.756734,115.36
33,Chhattisgarh,,SWFSSGY00000160,"SWR SINGLE Y S/F 16cm(6"")",781,0,57.72,0,0,0,0,330.21,1.5,450.7932,330.21,0,330.21,4.953102,325.25
33,Chhattisgarh,,SWFSSGYDO000075,"SWR SINGLE Y Door  S/F 7.5cm(2.5"")",180,0,57.72,0,0,0,0,76.1,1.5,103.896,76.1,0,76.1,1.14156,74.96
33,Chhattisgarh,,SWFSSGYDO000110,"SWR SINGLE Y Door S/F 11cm(4"")",374,0,57.72,0,0,0,0,158.13,1.5,215.8728,158.13,0,158.13,2.371908,155.76
33,Chhattisgarh,,SWFSSOPG0000075,"SWR SOCKET PLUG  S/F 7.5cm(2.5"")",49,0,57.72,0,0,0,0,20.72,1.5,28.2828,20.72,0,20.72,0.310758,20.41
33,Chhattisgarh,,SWFSSOPG0000110,"SWR SOCKET PLUG S/F 11cm(4"")",76,0,57.72,0,0,0,0,32.13,1.5,43.8672,32.13,0,32.13,0.481992,31.65
33,Chhattisgarh,,SWFSSOPG0000160,"SWR SOCKET PLUG S/F 16cm(6"")",182,0,57.72,0,0,0,0,76.95,1.5,105.0504,76.95,0,76.95,1.154244,75.8
33,Chhattisgarh,,SWFSSWT00000110,"SWR SWEPT TEE S/F 11cm(4"")",242,0,57.72,0,0,0,0,102.32,1.5,139.6824,102.32,0,102.32,1.534764,100.78
33,Chhattisgarh,,SWFSSWTDO000110,"SWR SWEPT TEE WITH DOOR S/F 11cm(4"")",289,0,57.72,0,0,0,0,122.19,1.5,166.8108,122.19,0,122.19,1.832838,120.36
33,Chhattisgarh,,SWFSWCS00110125,SWR WC CONNECTOR STRAIGHT S/F 11x12.5cm,137,0,57.72,0,0,0,0,57.92,1.5,79.0764,57.92,0,57.92,0.868854,57.05
33,Chhattisgarh,,SWPDAP3M075,SWR PIPE AR TYPE A D/S P/F 7.5CM(2Ãƒâ,687,0,59.41,0,15,0,0,237.03,1.5,408.1467,278.85,41.827995,237.03,3.555379575,233.47
33,Chhattisgarh,,SWPDAP3M110,"SWR PIPE AR TYPE A D/S P/F 11CM(4"") 3M","1,243.00",0,59.41,0,15,0,0,428.85,1.5,738.4663,504.53,75.680055,428.85,6.432804675,422.42
33,Chhattisgarh,,SWPDAP6F110,"SWR PIPE AR TYPE A D/S P/F 11CM(4"") 1.8M",800,0,59.41,0,15,0,0,276.01,1.5,475.28,324.72,48.708,276.01,4.14018,271.87
33,Chhattisgarh,,SWPMDAP3M075,"SWR PIPE ARType A D/S P/F 7.5cm(2.5"") 3m",687,0,59.41,0,15,0,0,237.03,1.5,408.1467,278.85,41.827995,237.03,3.555379575,233.47
33,Chhattisgarh,,SWPMDAP3M110,"SWR PIPE TYPE A D/S P/F 11CM(4"") 3M","1,243.00",0,59.41,0,15,0,0,428.85,1.5,738.4663,504.53,75.680055,428.85,6.432804675,422.42
33,Chhattisgarh,,SWPMDAP6F110,"SWR PIPE TYPE A D/S P/F 11CM(4"") 1.8M",800,0,59.41,0,15,0,0,276.01,1.5,475.28,324.72,48.708,276.01,4.14018,271.87
33,Chhattisgarh,,SWPMSAP3M075,"SWR PIPE ARType A S/S P/F 7.5cm(2.5"") 3m",651,0,59.41,0,15,17.05,0,186.31,1.5,386.7591,264.24,39.636135,224.6,3.369071475,221.24
33,Chhattisgarh,,SWPMSAP3M090,"SWR PIPE TYPE A S/S P/F 9CM(3"") 3M",937,0,59.41,0,15,0,0,323.28,1.5,556.6717,380.33,57.049245,323.28,4.849185825,318.43
33,Chhattisgarh,,SWPMSAP3M110,"SWR PIPE TYPE A S/S P/F 11CM(4"") 3M","1,131.00",0,59.41,0,15,14.94,0,331.91,1.5,671.9271,459.07,68.860935,390.21,5.853179475,384.36
33,Chhattisgarh,,SWPMSAP3M160,"SWR PIPE TYPE A S/S P/F 16CM(6"") 3M","2,552.00",0,59.41,0,15,0,0,880.48,1.5,1516.1432,"1,035.86",155.37852,880.48,13.2071742,867.27
33,Chhattisgarh,,SWPMSAP6M110,"SWR PIPE TYPE A S/S P/F 11CM(4"") 6M","2,250.00",0,59.41,0,15,0,0,776.28,1.5,1336.725,913.28,136.99125,776.28,11.64425625,764.64
33,Chhattisgarh,,SWPMSAS3M075,"SWR PIPE ARType A S/S S/F 7.5cm(2.5"") 3m",635,0,59.41,0,15,0,0,219.08,1.5,377.2535,257.75,38.661975,219.08,3.286267875,215.8
33,Chhattisgarh,,SWPMSAS3M110,"SWR PIPE TYPE A S/S S/F 11CM(4"") 3M","1,115.00",0,59.41,0,15,0,0,384.69,1.5,662.4215,452.58,67.886775,384.69,5.770375875,378.92
33,Chhattisgarh,,SWPMSAS3M160,"SWR PIPE TYPE A S/S S/F 16CM(6"") 3M","2,552.00",0,59.41,0,15,0,0,880.48,1.5,1516.1432,"1,035.86",155.37852,880.48,13.2071742,867.27
33,Chhattisgarh,,SWPMSAS6M075,"SWR PIPE ARType A S/S S/F 7.5cm(2.5"") 6m","1,250.00",0,59.41,0,15,0,0,431.27,1.5,742.625,507.38,76.10625,431.27,6.46903125,424.8
33,Chhattisgarh,,SWPMSAS6M090,"SWR PIPE TYPE A S/S S/F 9CM(3"") 6M","1,783.00",0,59.41,0,15,0,0,615.16,1.5,1059.2803,723.72,108.557955,615.16,9.227426175,605.93
33,Chhattisgarh,,SWPMSAS6M110,"SWR PIPE TYPE A S/S S/F 11CM(4"") 6M","2,217.00",0,59.41,0,15,0,0,764.9,1.5,1317.1197,899.88,134.982045,764.9,11.47347383,753.42
33,Chhattisgarh,,SWPMSAS6M160,"SWR PIPE TYPE A S/S S/F 16CM(6"") 6M","5,085.00",0,59.41,0,15,0,0,"1,754.40",1.5,3020.9985,"2,064.00",309.600225,"1,754.40",26.31601913,"1,728.09"
33,Chhattisgarh,,SWPMSBP3M075,"SWR PIPE ARType B S/S P/F 7.5cm(2.5"") 3m","1,112.00",0,59.41,0,15,0,0,383.66,1.5,660.6392,451.36,67.70412,383.66,5.7548502,377.9
33,Chhattisgarh,,SWPMSBP3M110,"SWR PIPE TYPE B S/S P/F 11CM(4"") 3M","1,645.00",0,59.41,0,15,0,0,567.55,1.5,977.2945,667.71,100.155825,567.55,8.513245125,559.04
33,Chhattisgarh,,SWPMSBS3M075,"SWR PIPE ARType B S/S S/F 7.5cm(2.5"") 3m","1,079.00",0,59.41,0,15,0,0,372.27,1.5,641.0339,437.97,65.694915,372.27,5.584067775,366.69
33,Chhattisgarh,,SWPMSBS3M110,"SWR PIPE TYPE B S/S S/F 11CM(4"") 3M","1,645.00",0,59.41,0,15,0,0,567.55,1.5,977.2945,667.71,100.155825,567.55,8.513245125,559.04
33,Chhattisgarh,,SWPMSBS6M075,"SWR PIPE ARType B S/S S/F 7.5cm(2.5"") 6m","2,138.00",0,59.41,0,15,0,0,737.64,1.5,1270.1858,867.81,130.17213,737.64,11.06463105,726.58
33,Chhattisgarh,,SWPMSBS6M110,"SWR PIPE TYPE B S/S S/F 11CM(4"") 6M","3,270.00",0,59.41,0,15,0,0,"1,128.20",1.5,1942.707,"1,327.29",199.09395,"1,128.20",16.92298575,"1,111.28"
33,Chhattisgarh,,SWPMSBS6M160,"SWR PIPE TYPE B S/S S/F 16CM(6"") 6M","6,763.00",0,59.41,0,15,0,0,"2,333.34",1.5,4017.8983,"2,745.10",411.765255,"2,333.34",35.00004668,"2,298.34"
33,Chhattisgarh,,SWPSAP3M075,SWR PIPE AR TYPE A S/S P/F 7.5CM(2Ãƒâ,651,0,59.41,0,15,0,0,224.6,1.5,386.7591,264.24,39.636135,224.6,3.369071475,221.24
33,Chhattisgarh,,SWPSAP3M090,"SWR PIPE AR TYPE A S/S P/F 9CM(3"") 3M",937,0,59.41,0,15,0,0,323.28,1.5,556.6717,380.33,57.049245,323.28,4.849185825,318.43
33,Chhattisgarh,,SWPSAP3M110,"SWR PIPE AR TYPE A S/S P/F 11CM(4"") 3M","1,131.00",0,59.41,0,15,0,0,390.21,1.5,671.9271,459.07,68.860935,390.21,5.853179475,384.36
33,Chhattisgarh,,SWPSAP3M160,"SWR PIPE AR TYPE A S/S P/F 16CM(6"") 3M","2,552.00",0,59.41,0,15,0,0,880.48,1.5,1516.1432,"1,035.86",155.37852,880.48,13.2071742,867.27
33,Chhattisgarh,,SWPSAP6M110,"SWR PIPE AR TYPE A S/S P/F 11CM(4"") 6M","2,250.00",0,59.41,0,15,0,0,776.28,1.5,1336.725,913.28,136.99125,776.28,11.64425625,764.64
33,Chhattisgarh,,SWPSAS3M075,SWR PIPE AR TYPE A S/S S/F 7.5CM(2Ãƒâ,635,0,59.41,0,15,0,0,219.08,1.5,377.2535,257.75,38.661975,219.08,3.286267875,215.8
33,Chhattisgarh,,SWPSAS3M110,"SWR PIPE AR TYPE A S/S S/F 11CM(4"") 3M","1,115.00",0,59.41,0,15,0,0,384.69,1.5,662.4215,452.58,67.886775,384.69,5.770375875,378.92
33,Chhattisgarh,,SWPSAS3M160,"SWR PIPE AR TYPE A S/S S/F 16CM(6"") 3M","2,552.00",0,59.41,0,15,0,0,880.48,1.5,1516.1432,"1,035.86",155.37852,880.48,13.2071742,867.27
33,Chhattisgarh,,SWPSAS6M075,SWR PIPE AR TYPE A S/S S/F 7.5CM(2Ãƒâ,"1,250.00",0,59.41,0,15,0,0,431.27,1.5,742.625,507.38,76.10625,431.27,6.46903125,424.8
33,Chhattisgarh,,SWPSAS6M090,"SWR PIPE AR TYPE A S/S S/F 9CM(3"") 6M","1,783.00",0,59.41,0,15,0,0,615.16,1.5,1059.2803,723.72,108.557955,615.16,9.227426175,605.93
33,Chhattisgarh,,SWPSAS6M110,"SWR PIPE AR TYPE A S/S S/F 11CM(4"") 6M","2,217.00",0,59.41,0,15,0,0,764.9,1.5,1317.1197,899.88,134.982045,764.9,11.47347383,753.42
33,Chhattisgarh,,SWPSAS6M160,"SWR PIPE AR TYPE A S/S S/F 16CM(6"") 6M","5,085.00",0,59.41,0,15,0,0,"1,754.40",1.5,3020.9985,"2,064.00",309.600225,"1,754.40",26.31601913,"1,728.09"
33,Chhattisgarh,,SWPSBP3M075,SWR PIPE AR TYPE B S/S P/F 7.5CM(2Ãƒâ,"1,112.00",0,59.41,0,15,0,0,383.66,1.5,660.6392,451.36,67.70412,383.66,5.7548502,377.9
33,Chhattisgarh,,SWPSBP3M110,"SWR PIPE AR TYPE B S/S P/F 11CM(4"") 3M","1,645.00",0,59.41,0,15,0,0,567.55,1.5,977.2945,667.71,100.155825,567.55,8.513245125,559.04
33,Chhattisgarh,,SWPSBS3M075,SWR PIPE AR TYPE B S/S S/F 7.5CM(2Ãƒâ,"1,079.00",0,59.41,0,15,0,0,372.27,1.5,641.0339,437.97,65.694915,372.27,5.584067775,366.69
33,Chhattisgarh,,SWPSBS3M110,"SWR PIPE AR TYPE B S/S S/F 11CM(4"") 3M","1,645.00",0,59.41,0,15,0,0,567.55,1.5,977.2945,667.71,100.155825,567.55,8.513245125,559.04
33,Chhattisgarh,,SWPSBS6M075,SWR PIPE AR TYPE B S/S S/F 7.5CM(2Ãƒâ,"2,138.00",0,59.41,0,15,0,0,737.64,1.5,1270.1858,867.81,130.17213,737.64,11.06463105,726.58
33,Chhattisgarh,,SWPSBS6M110,"SWR PIPE AR TYPE B S/S S/F 11CM(4"") 6M","3,270.00",0,59.41,0,15,0,0,"1,128.20",1.5,1942.707,"1,327.29",199.09395,"1,128.20",16.92298575,"1,111.28"
33,Chhattisgarh,,SWPSBS6M160,"SWR PIPE AR TYPE B S/S S/F 16CM(6"") 6M","6,763.00",0,59.41,0,15,0,0,"2,333.34",1.5,4017.8983,"2,745.10",411.765255,"2,333.34",35.00004668,"2,298.34"
